FMID,street,city,County,State,zip,x,y
1007589,100 Baltimore Street,Cumberland,Allegany,Maryland,21502,-76.8194,39.0641
1007590,700 S Broadway,Baltimore,Baltimore City,Maryland,2011,-76.5936,39.2835
1007592,2605 Bannister Road,Baltimore,Baltimore City,Maryland,21215,-76.6598,39.3469
1007593,1262 Vocke Road,LaVale,Allegany,Maryland,21502,-78.835,39.6314
1007594,Ritchie Hwy & Jones Station Road,Severna Park,Anne Arundel,Maryland,21146,-76.5281,39.058
1007595,"Rt. 140, Memorial Park",Taneytown,Carroll,Maryland,21787,-77.1744,39.6579
1007600,"Town Common, Main Street, Rte 119",Ashby,0,Massachusetts,1431,-71.8208,42.6778
1007603,600 Belmont Street,Brockton,0,Massachusetts,2301,-71.0433,42.0725
1007604,"Buzzards Bay Park, near 70 Main St",Buzzards Bay,0,Massachusetts,2532,-70.6206,41.7462
1007605,"1 Austin Street, Thompson Square at Austin & Main Streets",Boston,0,Massachusetts,2129,-71.0648,42.3752
1007608,Florence Civic Center,Florence,0,Massachusetts,1027,-72.6732,42.3359
1007609,"562 Waverly Street, St Tarcisius Church parking lot",Framingham,0,Massachusetts,1702,-71.4222,42.2752
1007610, Nantasket Ave. (Bay side) between Bay and Edgewater,Hull,0,Massachusetts,2045,-70.8659,42.2777
1007613,"14 Prospect Street, Milford Regional Hospital",Milford,0,Massachusetts,1757,-71.5282,42.1324
1007616,"1 Heritage Drive,  ING Parking Lot",Quincy,0,Massachusetts,2171,-71.0348,42.2776
1007617,"Gothic Street, downtown",Northampton,0,Massachusetts,1060,-72.6322,42.3204
1007618,150 Main Street,Northampton,0,Massachusetts,1060,-72.6306,42.3181
1007619,Town Center,Phillipston,0,Massachusetts,1331,-72.1421,42.5728
1007623,207 Boston Street,Topsfield,0,Massachusetts,1983,-70.9453,42.6296
1007624,"Salem Covenant Church, 215 East Mountain Street",Worcester,0,Massachusetts,1606,-71.7757,42.318
1007629,Broad St,L'Anse,Baraga,Michigan,49946,-88.444,46.7504
1007635,"Highway 15, North, Sartell",St. Cloud,Stearns,Minnesota,56301,-94.1652,45.5574
1007641,Grace and US Hwy 169,St. Peter,Nicollet,Minnesota,56082,-93.958,44.3233
1007649,Mid Rivers Mall,St. Louis,St. Louis,Missouri,63021,-90.244299,38.63605
1007650,Greenscape Gardens,St. Louis,St. Louis,Missouri,63021,-90.244299,38.63605
1007651,Downtown square,Carthage,Jasper,Missouri,64836,-94.313535,37.167703
1007653,Corner of East Central and Penelope,Belton,Bell,Texas,76513,-97.4619,31.0559
1007656,20th Ave.,Seattle,King,Washington,98127,-122.306,47.6101
1007657,"Bartlett Arboretum & Gardens, 151 Brookdale Road",Stamford,Fairfield,Connecticut,6901,-73.5377,41.055
1007658,Top of Mirror Pond off of Franklin Downtown Bend,Bend,Deschutes,Oregon,97075,-121.321,44.06
1007659,N. Main & West St.- Downtown Historic Berlin,Berlin,Worcester,Maryland,21811,-76.8194,39.0641
1007662,3102 Baldwin Street,Corpus Christi,Nueces,Texas,78405,-97.4258,27.7763
1007663,201 North Texas Avenue,Bryan,Brazos,Texas,77803,-96.37,30.6744
1007666,500 Centerton Rd.,Moorestown,Burlington,New Jersey,8505,-74.8951,39.9853
1007668,2601 Cantrell Rd,Adrian,Bates,Missouri,64720,-94.3725,38.6591
1007672,596 Defiance Rd,Defiance,St. Charles,Missouri,63341,-90.8017892,38.6341275
1007673,Lanvale Ave at the 1700 Block of Charles Street,Baltimore,Baltimore City,Maryland,21201,-76.6164,39.3088
1007674,23 Main Street,Chester,Middlesex,Connecticut,6412,-72.4502,41.4028
1007676,RAILROAD PARK DOWNTOWN HAINES CITY (6TH AND JONES AVE),HAINES CITY,Polk,Florida,33844,-81.6266,28.1082
1007677,88267 Territorial Road,Veneta,Lane,Oregon,97487,-123.35,44.0529
1007678,Dayton St,Fremont,Newaygo,Michigan,49412,-85.9432,43.468
1007679,1650 Mt. Pleasant,Zachary,East Baton Rouge,Louisiana,70791,-91.2159,30.6507
1007684,160th Street off Jamaica Ave.,Jamaica,Queens,New York,11433,-73.799557,40.704156
1007691,Theodore Fremd Avenue and Purchase Street,Rye,Westchester,New York,10580,-73.684314,40.985239
1007692,Memorial Park,Spring Valley,Rockland,New York,10977,-74.04342,41.114541
1007693,Patriot's Park on Rte 9 ,Tarrytown,Westchester,New York,10591,-73.85851,41.081505
1007697,Maspeth Ave and Olive St,Brooklyn,Kings,New York,11211,-73.939017,40.716065
1007700,Connecticut Service for Blind,Wilson,Hartford,Connecticut,6095,-72.7318,41.8796
1007701,"I-91, Exit 27, 101 Reserve Road",Hartford,Hartford,Connecticut,6114,-72.6548,41.7462
1007703,"Mechanic Street, Behind Fire House",Darien,Fairfield,Connecticut,6810,-73.4828,41.0753
1007704,"Dexter State Recreation Site Highway 58 milepost 11 Dexter, Oregon",Dexter,Lane,Oregon,97431,-122.815,43.9173
1007707,1551 Dunwoody Village Parkway,Dunwoody,0,Georgia,30338,-84.3324,33.948
1007708,Minutes from Downtown interchange op PA Turnpike,Exton,Chester,Pennsylvania,19341,-75.6275,40.0326
1007710,302 South Seton Ave.,Emmitsburg,Frederick,Maryland,21727,-77.329015,39.700163
1007711,10400 O’Donnell Place,St. Charles,Charles,Maryland,20603,-76.924,38.6002
1007712,10 South Summit Avenue,Shillington,Berks,Pennsylvania,19607,-75.9538,40.3082
1007713,"cle West, Wilsonville, OR 97070, Wilsonville, OR 97070",Wilsonville,Clackamas,Oregon,97070,-122.795,45.3124
1007716,1825 Chew Street,Allentown,Lehigh,Pennsylvania,18104,-75.4942,40.6008
1007723,2R Oak Street,Medway,Norfolk,Massachusetts,2053,-71.4292,42.1474
1007727,Granite Falls Chamber of Commerce,Granite Falls,Yellow Medicine,Minnesota,56241,-95.5421,44.8115
1007728,51 Lake Ave North,Worcester,Worcester,Massachusetts,1608,-71.7593,42.2772
1007731,Courthouse Square,Georgetown,Williamson,Texas,78626,-97.6769,30.6376
1007732,Sun City,Georgetown,Williamson,Texas,78626,-97.6782,30.6399
1007736,4303 Diamond Head Road,Honolulu,Honolulu,Hawaii,96816,-157.799,21.268
1007737,"Blaisdell Concert Hall Lawn, 777 Ward Avenue",Honolulu,Honolulu,Hawaii,96814,-157.852,21.2992
1007739,State Street,Howell,Livingston,Michigan,48843,-83.9115,42.6029
1007740,123 E. Washington St.,Howell,Livingston,Michigan,48843,-83.931,42.6054
1007741,329 E Commercial,Springfield,Greene,Missouri,65803,-93.2900958,37.2297034
1007742,12 South Street,New Braintree,Suffolk,Massachusetts,1531,-72.045,42.3237
1007745,10 Hopkins Plaza,Baltimore,Baltimore City,Maryland,21201,-76.8194,39.0641
1007746,800 Rees St.,Breaux Bridge,St. Martin,Louisiana,70517,-91.9014,30.2807
1007752,108 S. Main St.,Chilhowee,Johnson,Missouri,64733,-93.8555137,38.5889377
1007753,845 NE 5th St.,McMinnville,Yamhill,Oregon,97129,-123.19,45.2119
1007755,27 Church Street,Merrimac,Essex,Massachusetts,1860,-71.0034,42.8348
1007757,"49 South Main Street,",Middleton,Essex,Massachusetts,1949,-71.0148,42.5923
1007758,28560 Miles Road,Cleveland,Cuyahoga,Ohio,44139,-81.4768,41.4243
1007759,5th St. Food Pride parking lot,Minden,Kearney,Nebraska,68959,-98.9463,40.4994
1007764,482 Norwich Road (Route 12),Plainfield,Windham,Connecticut,6354,-71.9181,41.6816
1007765,18 Kennedy Drive,Putnam,Windham,Connecticut,6260,-71.9214,41.9277
1007766,"Killingly Memorial Library, 25 Westcott Road",Danielson,Windham,Connecticut,6239,-71.8776,41.8091
1007770,11 Meadow St.,Leverett,Hampshire,Massachusetts,1054,-72.5344,42.4115
1007771,6th St. & Crocker,Templeton,San Luis Obispo,California,93446,-120.707,35.5491
1007773,228 West 6th Ave.,Oberlin,Allen,Louisiana,70655,-92.765978,30.620565
1007775,111 South Platt Street,Lexington,Oglethorpe,Georgia,30648,-83.111168,33.869022
1007776,"210 Main Street, Cinema Plaza",Old Saybrook,Middlesex,Connecticut,6475,-72.3761,41.2921
1007777,4691 Columbia Pike,Thompson's Station,Williamson,Tennessee,37179,-86.906451,35.798165
1007780,"Located in the Hawthorne Gallery sculpture garden at Battle Rock Park at 517 Jefferson Port Orford, OR 97465.  Cross streets: Jefferson, Highway 101.",Port Orford,Curry,Oregon,97465,-124.493,42.7433
1007783,7601 Jacksboro Highway 199,Fort Worth,Tarrant,Texas,76141,-97.4583,32.8208
1007784,900 Highway 183,Fort Worth,Tarrant,Texas,76141,-97.0659,32.8372
1007785,"Route 6, Old Rochester Regional High School, Mattapoisett",Mattapoisett,Plymouth,Massachusetts,2739,-70.7764,41.6728
1007786,321 West 2nd Avenue,Milan,Rock Island,Illinois,61264,-90.5707,41.4525
1007787,1420 East Main,Ashland,Jackson,Oregon,97520,-122.692,42.1945
1007788,2640 E. Barnett Rd.,Medford,Jackson,Oregon,97520,-122.837,42.3171
1007792,Front Street,Farmington,Franklin,Maine,4938,-70.1528,44.6696
1007797,"City Hall, 1 Junkins Avenue",Portsmouth,Rockingham,New Hampshire,3801,-70.7535534,43.0711929
1007800,9601 Medical Center Drive,Rockville,Montgomery,Maryland,20850,-77.198,39.1024
1007801,"Simsmore Square Green, 540 Hopmeadow Street,",Simsbury,0,Connecticut,6070,-72.81,41.8616
1007808,203 New Market St.,St. Martinville,St. Martin,Louisiana,70582,-91.8267,30.1241
1007809,290 5th Street E,St. Paul,Ramsey,Minnesota,55101,-93.085509,44.949752
1007810,210 Holyoke,Lakeville,Dakota,Minnesota,55044,-93.2429,44.6451
1007811,"Town Green, North Main and High Streets",Suffield,Hartford,Connecticut,6078,-72.6501,41.9858
1007812,1015 South Ruth St.,Sulphur,Calcasieu,Louisiana,70664,-93.376929,30.230054
1007814,77 Ponder Stree,"Harviell, MO",Butler,Missouri,63954,-90.4738729,36.6650922
1007815,Town Parking lot off Harrison Street,Easton,Talbot,Maryland,21601,-76.8194,39.0641
1007827,Rt. 32,East Vassalboro,Kennebec,Maine,4935,-69.5414,44.4521
1007828,Wakefield Rd. & Rte. 16,Wakefield,Carroll,New Hampshire,3872,-71.0369,43.5741
1007829,Rt 109,Wells,York,Maine,4090,-70.583,43.3227
1007830,571 Farmington Avenue and South Whitney Street,Hartford,Hartford,Connecticut,6105,-72.7111,41.7662
1007831,Railroad Ave. (MD27) & Emerald Hill Lane,Westminster,Carroll,Maryland,21157,-76.8194,39.0641
1007832,Town Green,Wilmot,Merrimack,New Hampshire,3287,-71.9014,43.4154
1007840,1020 E. Huning,Show Low,Navajo,Arizona,85901,-110.031,34.2503
1007841,2970 N. Swan,Tucson,Pima,Arizona,85705,-110.892,32.261
1007851,5998 Alcala Park,San Diego,0,California,92110,-117.187,32.772
1007852,6110 N. Scottsdale Road,Scottsdale,Mariposa,California,85250,-121.414,38.4876
1007853,880 Main Street,Morro Bay,0,California,93442,-120.85,35.3665
1007864,10510 Reagan Road,San Diego,San Diego,California,92126,-119.601,37.2417
1007866,Intersection of Main Street-Georgetown & Rte 57,Georgetown,Fairfield,Connecticut,6829,-73.4278,41.2566
1007995,West Crawford Avenue,Connellsville,Fayette,Pennsylvania,15425,-79.594359,40.017394
1008000,1215 S. Houbolt Road,Joliet,Will,Illinois,60431,-88.169703,41.499835
1008001,583 Grant St,Clarkesville,Habersham,Georgia,30523,-83.519221,34.61752
1008002,3rd Avenueand George Street,Prince George,0,Virginia,23875,-77.8623,39.2939
1008003, N Water St. and Virginia Ave,Masontown,Fayette,Pennsylvania,15454,-79.895904,39.850984
1008005,Main Street,Uniontown,Fayette,Pennsylvania,15401,-79.724865,39.901284
1008008,0,Norfolk,Madison,Nebraska,68701,-97.431307,42.018947
1008012,23 North Main Street,Watkinsville,Oconee,Georgia,30677,-83.4097748,33.8635033
1008017,9050 Devlin Rd,Bristow,Prince William,Virginia,20136,-77.575794,38.759276
1008020,96 Otis Street,Hingham,Plymouth,Massachusetts,2043,-70.888967,42.247351
1008021,0,Greensboro,Greene,Pennsylvania,15338,-79.9128338,39.7911884
1008022,1 Centennial Way,Scottdale,Westmoreland,Pennsylvania,15683,-79.586785,40.10148
1008026,Shrewsbury and Wachusett Streets,New Braintree,Worcester,Massachusetts,1531,-71.8333,42.3361
1008036,32 Market Street,Brownsville,Fayette,Pennsylvania,15417,-79.888093,40.02137
1008040,1500 S. Western Ave.,Marion,Grant,Indiana,46953,-85.676091,40.546438
1008041,"106 Colony Park Drive, Suite 100",Cumming,Forsyth,Georgia,30040,-84.134755,34.192134
1008043,Dinner Bell Road,Ohiopyle,Fayette,Pennsylvania,15470,-79.499731,39.851116
1008048,459 W Morgan St,Spencer,Owen,Indiana,47460,-86.768538,39.287153
1008053,Center St. & Monroe St.,Bangor,Van Buren,Michigan,49056,-86.1090777,42.3123539
1008054,17375 Spring Hill Dr,Brooksville,Hernando,Florida,34604,-82.441117,28.48114
1008055,163 N. Morley Avenue,Nogales,Santa Cruz,Arizona,85621,-110.939547,31.335533
1008057,300 S. Sycamore,Delano,Sedgwick,Kansas,67213,-97.346623,37.68166
1008066,248 Main St,Beverly,Randolph,West Virginia,26253,-79.875338,38.841115
1008067,701 South Maple Street,Fortville ,Hancock,Indiana,46040,-85.846045,39.928813
1008068,1070 23rd Ave.,Gulfport ,Harrison,Mississippi,39501,-89.090178,30.364058
1008070,First and R Streets NW,Washington,District of Columbia,District of Columbia,20009,-77.0121571,38.9126037
1008071,1400 U Street NW ,Washington,District of Columbia,District of Columbia,20009,-77.0320505,38.9169984
1008073,4 West Fourth Steet,Mansfield ,Richland,Ohio,44902,-82.515694,40.760992
1008076,10600 Bubling Wells Rd,Grass Valley,Nevada,California,95945,-121.027893,39.23262
1008078,1902 North Loop 1604 E. ( Next to the Amusement Center),San Antonio,Bexar,Texas,78259,-98.466205,29.609803
1008079,8165 Indian Village Hts,Fountain,El Paso,Colorado,80817,-104.6747807,38.5349209
1008083,Williams Street,New London ,New London,Connecticut,6320,-72.102904,41.368891
1008090,1 Irvine Park Road,Orange,Orange,California,92862,-117.7587735,33.7987107
1008091,El Camino Real and 3rd Street,Tustin,Orange,California,92780,-117.823466,33.743241
1008093,13 Park Square,Franklinville,Cattaraugus,New York,14737,-78.4572594,42.3371786
1008095,Corner of E. Main and Washington,Harper ,Harper,Kansas,67058,-98.024686,37.286706
1008101,S Main Street and Occidental Ave S,Seattle,King,Washington,98104,-122.332888,47.600048
1008102,Kukuiula Shopping Village,Koloa ,Kauai,Hawaii,96756,-159.469167,21.906667
1008103,Hall Blvd.,Beaverton ,Washington,Oregon,97075,-122.805002,45.484265
1008104,hwy 801,Advance,Davie,North Carolina,27006,-80.444319,36.008732
1008108,Town Center Blvd.,El Dorado Hills,El Dorado,California,95762,-121.065914,38.650811
1008109,Fair Lane at the County Library parking lot,Placerville ,El Dorado,California,95667,-120.827756,38.728287
1008110,Marcus Garvey Park 124th Street and 5th Avenue,New York,New York,New York,10027,-73.942773,40.805778
1008114,2nd Ave NW and 2nd St. Nw,Sidney,Richland,Montana,59270,-104.1580184,47.7166728
1008115,100 N. Dixieland Rd ,Rogers ,Benton,Arkansas,72756,-94.145608,36.335807
1008116,3630 Fairmount Blvd.,Shaker Heights,Cuyahoga,Ohio,44118,-81.549727,41.485691
1008118,1400 Kalihi Street,Honolulu,Honolulu,Hawaii,96822,-157.871724,21.334995
1008121,Masonic Temple 8098 MT Hwy 35,Bigfork ,Flathead,Montana,59911,-114.079439,48.0736
1008122,25 Concord Road,Billerica,Middlesex,Massachusetts,1821,-71.270134,42.557513
1008124,1781 Town Park Blvd.,Green,Summit,Ohio,44685,-83.649584,41.377677
1008125,Corner of 4th and Broadway,Greenville ,Darke,Ohio,45331,-84.6314568,40.1007398
1008126,"Rose Garden Park, Main Street, Hwy 200",Thompson Falls,Sanders,Montana,59873,-115.343032,47.593713
1008128,Monroe Health Center Drive,Union,Monroe,West Virginia,24983,-80.547387,37.5883119
1008131,8800 Euclid Chardon Rd,Kirtland ,Lake,Ohio,44094,-81.328375,41.577281
1008134,100 Chelsea Harbor Drive,Norwich,New London,Connecticut,6360,-72.07872,41.522996
1008135,1801 Race St ,Cincinnati,Hamilton,Ohio,45202,-84.518946,39.11533
1008140,1207 10th Street,Bellingham,Whatcom,Washington,98226,-122.469657,48.75262
1008141,3600 Fairview,Meridian ,Ada,Idaho,83646,-116.353092,43.622299
1008144,E Main St. and High School Ave.,Shelby,Richland,Ohio,44875,-82.658451,40.881374
1008152,555 14th Street West,Huntington ,Cabell,West Virginia,25704,-82.479326,38.411133
1008154,Cherry Street ,Troy,Miami,Ohio,45373,-84.204574,40.039448
1008155,"Ormond Plantation, 13786 River Road",Destrehan ,St. Charles,Louisiana,70047,-90.386691,29.953634
1008158,6897 michigan ave,Detroit,Wayne,Michigan,48210,-83.129376,42.331109
1008159,13786 River Road,"Destrehan, LA",St. Charles,Louisiana,70047,-90.386905,29.953633
1008160,345 High Street,Hamilton ,Butler,Ohio,45011,-84.559388,39.398626
1008162,3315 Tamiami Trail East,"Naples, Florida",Collier,Florida,34112,-81.763926,26.126959
1008163,500 West Crescent Ave. ,Allendale borough,Bergen,New Jersey,7401,-74.133826,41.032669
1008166,1525 W. University Ave ,Georgetown,Williamson,Texas,78628,-97.68575,30.561622
1008170,804 Main Street West,Baudette,Lake of the Woods,Minnesota,56623,-94.5861247,48.7116722
1008171,2 Texas Drive Georgetown,Georgetown,Williamson,Texas,78633,-97.68575,30.561622
1008173,Veteran's Pkwy & Surfside Blvd,Cape Coral ,Lee,Florida,33991,-82.024341,26.608161
1008174,Hwy 195 and 20th Ave.,Haleyville,Winston,Alabama,35553,-87.608253,34.231733
1008177,1837 Plaudit Place,Lexington,Fayette,Kentucky,40509,-84.419562,38.014459
1008179,12611 Suite 100 Shops Parkway,Bee Cave,Travis,Texas,78738,-97.942188,30.30567
1008181,123 South 27th Street,Billings,Yellowstone,Montana,59101,-108.501459,45.779808
1008193,In Skateboard Park downtown Ocean Shores,Ocean Shores ,Grays Harbor,Washington,98569,-124.1562852,46.9736986
1008194,2629 Bartlett Blvd,Bartlett,Shelby,Tennessee,38134,-89.872424,35.197448
1008195,corner of Line St. & Short St.,Minerva,Stark,Ohio,44657,-81.102595,40.727935
1008196,115 Willard Memorial Square,Wellington,Lorain,Ohio,44090,-82.2179354,41.1689421
1008197,Dayton and Sunset,Edmonds ,Snohomish,Washington,98020,-122.383594,47.809985
1008198,6570 Campbell Blvd.,Pendleton,Niagara,New York,14094,-78.774631,43.107704
1008201,Portage Street and Main Street,Westfield,Chautauqua,New York,14787,-79.578117,42.322035
1008203,933 N. Rochester Street ,"Mukwonago, WI",Waukesha,Wisconsin,53149,-88.338621,42.873606
1008204,Winsted Avenue,Winsted ,McLeod,Minnesota,55395,-94.047498,44.96522
1008205,36601 Ford Rd ,Westland ,Wayne,Michigan,48185,-83.402194,42.323637
1008206,3355 S. Wayne Rd,Wayne,Wayne,Michigan,48184,-83.382219,42.284294
1008208,Elm Terrace Shopping Center (East Cove Ave.),"Wheeling, ",Ohio,West Virginia,26003,-80.653381,40.0450779
1008209,Prince and Broadway,Rocky Point ,Suffolk,New York,11778,-72.9239102,40.9492665
1008211,209 Vine Street,Hammonton,Atlantic,New Jersey,8037,-74.802211,39.635664
1008212,1015 Hogan Lane appt. 6,Waco,McLennan,Texas,76705,-97.105075,31.590965
1008213,2nd Street ,St. Marys,Pleasants,West Virginia,26170,-81.205928,39.390828
1008215,3900 Rt. 14A,Penn Yan,Yates,New York,14527,-77.035997,42.576918
1008216,36th St. and Walnut St.,Philadelphia ,Philadelphia,Pennsylvania,19104,-75.194895,39.953275
1008219,Route 220 South,Keyser,Mineral,West Virginia,26726,-79.007519,39.401158
1008221,68 Broad Street Road,Manakin-Sabot,Goochland,Virginia,23103,-77.685336,37.671905
1008225,186 Providence Street,West Warwick,Kent,Rhode Island,2893,-71.514874,41.714976
1008226,N. 7th Street,Fernandina Beach ,Nassau,Florida,32034,-81.459582,30.671008
1008231,309 E. Main Street,Wise ,Wise,Virginia,24293,-82.578257,36.9768742
1008236,123 Raymond Avenue ,Poughkeepsie,Dutchess,New York,12603,-73.901164,41.691447
1008239,Triangle Park,Calais,Washington,Maine,4619,-67.277359,45.189236
1008241,710 E. Hwy 20,Valentine ,Cherry,Nebraska,69201,-100.5420414,42.8667549
1008243,27981 Highland Avenue,Highland ,San Bernardino,California,92346,-117.193861,34.135518
1008244,9102 N. 30 St,Omaha,Douglas,Nebraska,68112,-95.962615,41.34339
1008245,608 Elm ST East,Hampton ,Hampton,South Carolina,29924,-81.103409,32.862841
1008246,101 Mendon Ionia Road,Mendon ,Monroe,New York,14506,-77.502426,42.990868
1008248, 1400 N Hastings,Hastings,Adams,Nebraska,68901,-98.390153,40.600198
1008250,South 4th Street,Yakima,Yakima,Washington,98901,-120.501403,46.602569
1008251,402 N. Murray Ave.,Anderson,Anderson,South Carolina,29621,-82.652151,34.506798
1008252,Rt. 3  Main Street,Alderson ,Greenbrier,West Virginia,24910,-80.642024,37.725954
1008257,218 South Main Street,Summerville,Dorchester,South Carolina,29483,-80.17712,33.018378
1008258,First and Eagle Street,Pittsfield ,Berkshire,Massachusetts,1201,-73.2503563,42.4511915
1008261,7022 Evans Town Center Blvd,Evans,Columbia,Georgia,30809,-82.1328615,33.5465178
1008262,HWY 18 N,Sparta,Alleghany,North Carolina,28675,-81.122593,36.503003
1008263,5916 Cherry Street,Callaway,Bay,Florida,32404,-85.585966,30.144992
1008265,738 Main Street,St. Helena ,Napa,California,94574,-122.463258,38.501106
1008268,100 West and Park Drive,Moab,Grand,Utah,84532,-109.5527258,38.5774347
1008271,4848 East Civic Center Way,East Los Angeles ,Los Angeles,California,90022,-118.168567,34.031506
1008272,331 North Market Street,Frederick,Frederick,Maryland,21701,-77.410755,39.418699
1008273,3542 Route 42,Lexington,Greene,New York,12452,-74.380107,42.244475
1008276,3070 11th Ave Dr. SE,Hickory,Catawba,North Carolina,28602,-81.269507,35.712066
1008278,4945 Sherrills Ford Road,Catawba,Catawba,North Carolina,28609,-81.082368,35.65958
1008284,24 Lowell Street,Peabody ,Essex,Massachusetts,1960,-70.92835,42.526209
1008286,Middlesex Avenue and School Street,Wilmington,Middlesex,Massachusetts,1887,-71.167509,42.55605
1008288,13395 N. Marana Main St.,Marana,Pima,Arizona,85653,-111.212487,32.45092
1008290,150 Nevers Rd,South Windsor,Hartford,Connecticut,6074,-72.5519436,41.8409794
1008291,630 O Str.,Loup City,Sherman,Nebraska,68853,-98.966578,41.274801
1008292,0,Roxbury,Suffolk,Massachusetts,2120,-71.105022,42.334362
1008293,Wasserman Way,Newtown,Fairfield,Connecticut,6470,-73.2724625,41.4064404
1008295,111 Henry Street,Lake City,Florence,South Carolina,29560,-79.754055,33.870752
1008296,670 High Street,Dedham,Norfolk,Massachusetts,2026,-71.17718,42.248995
1008298,2200 West Main St.,Russellville ,Pope,Arkansas,72801,-93.1538063,35.2840499
1008299,"Park and Ride, Stegall Drive",Jasper ,Pickens,Georgia,30143,-84.4343796,34.46747
1008303,200 Lake Saracen Drive,Pine Bluff ,Jefferson,Arkansas,71601,-92.004296,34.231049
1008305,Spring Street,Williamstown,Berkshire,Massachusetts,1267,-73.204879,42.709661
1008307,State of Franklin & South Roan Street,Johnson City,Washington,Tennessee,37601,-82.3501,36.316198
1008313,6539 Main Street ,Gloucester ,Gloucester,Virginia,23061,-76.527123,37.418506
1008314,6380 Scott Park Road,Prince George ,Prince George,Virginia,23875,-77.287352,37.224441
1008316,2820 Columbia Pike,Arlington,Arlington,Virginia,22204,-77.086638,38.862393
1008318,16015 John Marshall Highway,Broad Run,Prince William,Virginia,20137,-77.668037,38.82034
1008319,4 Kingwood Avenue,Frenchtown,Hunterdon,New Jersey,8825,-75.0595243,40.5265985
1008320,Downtown McCrum's Parking Lot,Lexington ,Rockbridge,Virginia,24450,-79.443159,37.784937
1008321,Farmers Market at the Fairgrounds,Amelia Court House ,Amelia,Virginia,23002,-77.9805478,37.3426037
1008322,Carrollton Uptown Square,Carrollton,Carroll,Missouri,64633,-93.496941,39.358097
1008326,Main Street,Davidson,Mecklenburg,North Carolina,28036,-80.849437,35.498386
1008327,1207 N. FM 3083 East,Conroe ,Montgomery,Texas,77303,-95.432957,30.346584
1008332,317 Washington Street,Watertown,Jefferson,New York,13601,-75.911156,43.971732
1008334,South Main Street in downtown Kendallville,Kendallville,Noble,Indiana,46755,-85.265532,41.443153
1008339,4th St. and A St.,Springfield,Lane,Oregon,97477,-123.0207983,44.0470594
1008340,12th Street and Exchange Street,Astoria ,Clatsop,Oregon,97103,-123.8302194,46.187642
1008345,250 Elm St,Thiensville,Ozaukee,Wisconsin,53092,-87.978892,43.23184
1008350,811 Fourth Streert,Stoughton,Dane,Wisconsin,53589,-89.217966,42.911655
1008353,102 motor parway,Hauppauge ,Suffolk,New York,11787,-73.828125,40.780541
1008359,"Bruce Park, State Route 2",New Martinsville ,Wetzel,West Virginia,26155,-80.858361,39.646017
1008360,22 S. Beach St. (City Hall Plaza),Ormond Beach,Volusia,Florida,32174,-81.055484,29.284852
1008361,10911 Toledo Street,Whitehouse,Lucas,Ohio,43571,-83.804104,41.517891
1008362,8350 Ranch Road,Parkland,Broward,Florida,33067,-80.239001,26.309644
1008363,6401 Harvey St.,Muskegon,Muskegon,Michigan,49444,-86.206029,43.1358971
1008365,120 Laconia Rd.,Tilton ,Belknap,New Hampshire,3276,-71.562689,43.457789
1008366,Main Street and Ash Street,Hopkinton,Middlesex,Massachusetts,1748,-71.51777,42.229299
1008367,34 Quaker Meeting House Rd,Sandwich,Barnstable,Massachusetts,2563,-70.487202,41.699059
1008371,333 E. Las Olas Blvd.,Fort Lauderdale ,Broward,Florida,33301,-80.1396989,26.1196495
1008372,"Rt 172, Ellsworth Road",Blue Hill ,Hancock,Maine,4614,-68.577132,44.427436
1008375,7300 N. Fresno Street,Fresno,Fresno,California,93720,-119.781524,36.843017
1008379,Cornfield Hill Road,Brooksville,Hancock,Maine,4617,-68.737726,44.34283
1008380,Idlewood Ave and S. Linden St.,Richmond,Richmond City,Virginia,23220,-77.453933,37.542026
1008388,Main street,Toledo ,Lincoln,Oregon,97391,-123.93731,44.621813
1008392,Common Street,Natick,Middlesex,Massachusetts,1760,-71.3460359,42.2829114
1008394,1201 N. Van Ness Avenue,Fresno ,Fresno,California,93728,-119.799153,36.757911
1008396,633 NE 3rd Street,Newport,Lincoln,Oregon,7365,-124.044768,44.6382
1008397,540 NE Hwy 101,Lincoln City,Lincoln,Oregon,97367,-124.01744,44.964669
1008399,6800 First Coast Hwy,Amelia Island,Nassau,Florida,32034,-81.454531,30.579786
1008401,3369 Guyanoga Road,Branchport,Yates,New York,14418,-77.1538342,42.6012952
1008402,"Main Street, ","Wayne,",Kennebec,Maine,4284,-70.06856,44.349346
1008403,15 Aiken Avenue,Franklin,Merrimack,New Hampshire,3235,-71.6435589,43.448065
1008404,East Racine Street and South Center Avenue,Jefferson,Jefferson,Wisconsin,53549,-88.806147,43.005011
1008406,10500 North Military Trail,Palm Beach Gardens,Palm Beach,Florida,33410,-80.104843,26.831775
1008408,11010 North Military Trail,Palm Beach Gardens,Palm Beach,Florida,33410,-80.104459,26.841862
1008409,1 S. Bridge St.,Chippewa Falls,Chippewa,Wisconsin,54729,-91.390203,44.935009
1008415,101 Crooks Ave.,Kaukauna ,Outagamie,Wisconsin,54130,-88.2709812,44.2771746
1008416,High St and Dwight St,Holyoke,Hampden,Massachusetts,1040,-72.608042,42.20662
1008418,100 Block of North Tehama,Willows,Glenn,California,95988,-122.1939143,39.5206168
1008419,1101 Black Hwy (SC Rt #5),York ,York,South Carolina,29745,-81.255064,34.999224
1008423,211 North Main Street,Bowling Green ,Caroline,Virginia,22427,-77.347563,38.05177
